Title,Release,Cast,Genre,Theme,Languages in Movie,Studio,Country Produced
Passages,2023,"Franz Rogowski, Ben Whishaw, Adèle Exarchopoulos, Erwan Kepoa Falé, Théo Cholbi, Arcadi Radeff, Léa Boublil, Thibault Carterot, Tony Daoud, Theo Gabilloux, Anton Salachas, Sarah Lisbonis, William Nadylam, Caroline Chaniolleau, Olivier Rabourdin, Jérôme Dauchez, François Boisrond, Kylian Moison, Chloé Granier, Juliette Mourlon, Malika Bejaoui","Drama, Romance","Moving Relationship Stories, Romance Captivating Loves Lover Beauty, Sex Sexuality Erotic Sensual Desire, Homosexuality Sexuality Homophobic Friendship Sex, Marriage Romance Affair Passionate Passion, Teenager Friendship Sad Adolescents Or Coming Of Age","French, English, French","Sbs Productions 1, Knm",France
Cul-de-sac,1966,"Lionel Stander, Donald Pleasence, Françoise Dorléac, Jack MacGowran, Iain Quarrier, Jacqueline Bisset, Renée Houston, William Franklyn, Geoffrey Sumner, Robert Dorning, Marie Kean, Trevor Delaney","Crime, Comedy, Thriller","Crude Humor And Satire, Weird Surreal Dream Bizarre Confusing, Film Noir Femme Fatale 1940S Thriller Or Intriguing, Gag Chuckles Slapstick Amusing Jokes, Robbery Heist Cops Twist Thriller, Jokes Humor Chuckles Crude Gag",English,"Tekli British Productions, Compton Films",Uk
The Day of the Locust,1975,"Donald Sutherland, Karen Black, Burgess Meredith, William Atherton, Geraldine Page, Richard Dysart, Bo Hopkins, Pepe Serna, Lelia Goldoni, Jackie Earle Haley, Billy Barty, Gloria LeRoy, Natalie Schafer, Jane Hoffman, Paul Stewart, John Hillerman, Paul Jabara, Norman Leavitt, Madge Kennedy, Ina Gould, Florence Lake, Margaret Willey, John War Eagle, Gloria Stroock, Nita Talbot, Nicholas Cortland, Alvin Childress, Byron Paul, Virginia Baker, Roger Price, Angela Greene, Robert O. Ragland, Abbey Greshler, Ann Coleman, Gyl Roland, William Castle, Fred Scheiwiller, Wally Rose, Grainger Hines, DeForest Covan, Michael Quinn, Robert Pine, Jerry Fogel, Dennis Dugan, David Ladd, Bob Holt, Queenie Smith, Margaret Aikens Jenkins, Jonathan Kidd, Wally K. Berns, Dick Powell Jr., Al Bain",Drama,"Intense Violence And Sexual Transgression, Sexuality Sex Disturbed Unconventional Or Challenging, Death Symbolism Philosophical Thought Provoking Surreal, Brutal Graphic Brutality Revenge Violence, Weird Surreal Dream Bizarre Confusing, Thriller Suspense Twist Psychological Intriguing",English,"Paramount 1, Long Road Productions",Usa
Pusher,1996,"Kim Bodnia, Mads Mikkelsen, Laura Drasbæk, Zlatko Burić, Slavko Labović, Peter Andersson, Vanja Bajicic, Lisbeth Rasmussen, Levino Jensen, Nicolas Winding Refn, Thomas Bo Larsen, Lars Bom, Michael Hasselflug, Jesper Lohmann, Steen Fridberg, Gordon Kennedy, Gyda Hansen, Kenneth Schultz, Coco C.P. Dalbert, Karsten Schrøder, Keith C. Stanley, Lisa Lach Nielsen, Thomas Aagren, Eva Nauman, Thomas Herschel, Kenneth Herschel, Gunner Clemann, Alex Nielsen, Laust Balskov, Kim Maali, Morten Pay, Liv Corfixen, Per Leth, John Kalmar, Thor Nielsen, Evald, Jesper Staal","Action, Crime, Drama","Crime Drugs And Gangsters, Ruthless Underworld Gritty Stylish Violence, Drugs Gritty Cops Violence Powerful, Guns Action Violence Cops Killing, Gambling Casino Unpredictable Drama Engaging, Prison Jail Convicts Brutal Brutality","Danish, Danish, Serbian, Swedish",Balboa Entertainment,Denmark
Pi,1998,"Sean Gullette, Mark Margolis, Ben Shenkman, Pamela Hart, Stephen Pearlman, Samia Shoaib, Ajay Naidu, Kristyn Mae-Anne Lao, Espher Lao Nieves, Joanne Gordon, Lauren Fox, Stanley B. Herman, Clint Mansell, Tom Tumminello, Henri Falconi, Isaac Fried, Ari Handel, Oren Sarch, Lloyd J. Schwartz, Richard Lifschutz, David Strahlberg, Peter Cheyenne, David Tawil, J.C. Islander, Abraham Aronofsky, Ray Seiden, Scott Franklin, Chris Johnson, Sal Monte","Drama, Thriller, Mystery","Humanity And The World Around Us, Weird Surreal Dream Bizarre Confusing, Death Symbolism Philosophical Thought Provoking Surreal, Thriller Suspense Twist Psychological Intriguing, Future Action Technology Technological Humanity",English,"Harvest Filmworks, Plantain Films, Protozoa Pictures, Truth Soul",Usa
Train of Life,1998,"Lionel Abelanski, Rufus, Clément Harari, Agathe de La Fontaine, Michel Muller, Johan Leysen, Bruno Abraham-Kremer, Gad Elmaleh, Marie-José Nat, Serge Kribus, Michel Israël, Rodica Sanda Țuțuianu, Sanda Toma, Răzvan Vasilescu, Mihai Călin, Robert Borremans, Luminița Gheorghiu, Georges Siatidis","Comedy, War, Drama","War And Historical Adventure, Nazi Hitler Jewish Historical Holocaust, Humor Satire Jokes Amusing Humorous, Powerful Complexity Intellectual Poetic Emotional","French, French, German","Canal 3, Cnc 2, Raphael Films","Belgium, Israel, Netherlands, Romania, France"
Evil,2003,"Andreas Wilson, Henrik Lundström, Gustaf Skarsgård, Linda Zilliacus, Jesper Salén, Mats Bergman, Johan Rabaeus, Marie Richardson, Lennart Hjulström, Björn Granath, Filip Berg, Ulf Friberg, Kjell Bergqvist, Fredrik af Trampe, Peter Eggers, Henrik Linnros, Sannamari Patjas, Magnus Roosmann",Drama,"Underdogs And Coming Of Age, Intense Violence And Sexual Transgression, Teacher Student Classroom Kids Classmates, Brutal Graphic Brutality Revenge Violence, Sexuality Sex Disturbed Unconventional Or Challenging",Swedish,"Moviola Film Och Television Ab, Skinworxxx, Nordisk Film Sweden","Denmark, Sweden"
Kiss Kiss Bang Bang,2005,"Robert Downey Jr., Val Kilmer, Michelle Monaghan, Corbin Bernsen, Dash Mihok, Larry Miller, Rockmond Dunbar, Shannyn Sossamon, Angela Lindvall, Indio Falconer Downey, Ariel Winter, Duane Carnahan, Josh Richman, Martha Hackett, Nancy Fish, Bill McAdams Jr., Tanja Reichert, Jake McKinnon, Stephanie Pearson, Christopher Gilman, Brendan Fehily, David Newsom, Judie Aronson, Ali Hillis, Wiley M. Pickett, Joe Keyes, Bobby Tuttle, Jake Eberle, Saida Pagan, Lela Edgar, Daniel Browning Smith, Teresa Maria Herrera, Kathy Lamkin, Evan Parke, Vincent Laresca, Brian Simpson, Cole S. McKay, Ben Hernandez Bray, Harrison Young, Laurence Fishburne, Deanna Dozier","Crime, Mystery, Comedy","Crude Humor And Satire, Thrillers And Murder Mysteries, Gag Chuckles Slapstick Amusing Jokes, Humor Satire Jokes Amusing Humorous, Action Villain Silly Cool Hero, Film Noir Femme Fatale 1940S Thriller Or Intriguing, Horror Spooky Scary Comical Creepy",English,"Silver Pictures, Warner Bros Pictures 1",Usa
The Time That Remains,2009,"Saleh Bakri, Elia Suleiman, Samar Qudha Tanus, Shafika Bajjali, Zuhair Abu Hanna, Ayman Espanioli, Tarik Kopty, Amer Hlehel, Ali Suliman, Menashe Noy, Doraid Liddawi, Nati Ravitz, Avi Kleinberger, Alex Bakri, Mira Awad, Mahmoud Shawahdeh, Izabel Ramadan, Lutuf Nouasser, Maisa Abd Elhadi","History, Drama",,"Arabic, Arabic, English, Hebrewmodern","France 3 Cinema 1, Nazira Films, The Film","Belgium, France, Italy, State-Of-Palestine, United-Arab-Emirates, Uk"
Priscilla,2023,"Cailee Spaeny, Jacob Elordi, Ari Cohen, Dagmara Dominczyk, Tim Post, Lynne Griffin, Dan Beirne, Rodrigo Fernandez-Stoll, Dan Abramovici, Matthew Shaw, Tim Dowler-Coltman, R Austin Ball, Olivia Barrett, Stephanie Moore, Luke Humphrey, Deanna Jarvis, Jorja Cadence, Josette Halpert, Evan Annisette, Stephanie Moran, Daniel Lipka, Raine Monroe Boland, Emily Mitchell, Kamilla Kowal, Gwynne Phillips, Conni Miu, Megan Dallan, Tonia Venneri, Erin Mackinnon, Mary Kelly, Paige LeBlanc, Anna Mirodin, Sarah Dodd, Alanis Peart, Kelaiah Guiel, Andrew Mackay, Kelly Irene Whyte, Shawn Gordon Fraser, Kassandra C.A. Gray, E. Fegan DeCordova, Kelly Penner","Romance, Music, Drama","Moving Relationship Stories, Marriage Romance Affair Passionate Passion, Teenager Friendship Sad Adolescents Or Coming Of Age, Marriage Drama Family Dramas Melodrama, Biography Artists Musician Songs Emotional, Sad Depressing Illness Heartbreaking Touching",English,"American Zoetrope, The Apartment Pictures, Fremantle, A24","Italy, Usa"
Slacker,1990,"Richard Linklater, Rudy Basquez, Jean Caffeine, Jan Hockey, Stephan Hockey, Mark James, Samuel Dietert, Bob Boyd, Terrence Kirk, Keith McCormack, Jennifer Schaudies, Dan Kratochvil, Maris Strautmanis, Brecht Andersch, Tommy Pallotta, Jerry Delony, Heather West, John Spath, Ron Marks, Daniel Dugan, Brian Crockett, Scott Marcus, Stella Weir, Teresa Taylor, Mark Harris, Greg Wilson, Deborah Pastor, Gina Lalli, Sharon Roos, Frank Orrall, Skip Fulton Jr., Abra Moore, Lori Capp, Gus Vayas, Louis Black, Don Stroud, Janelle Coolich, Aleister Barron, Albans Benchoff, Nigel Benchoff, Zara Barron, Kevin Whitley, Steven Anderson, Robert Pierson, Sarah Harmon, David Haymond, John Slate, Scott Van Horn, Lee Daniel, Charles Gunning, Tamsy Ringler, Luke Savisky, Meg Brennan, Phillip Hostak, D. Angus MacDonald, Shelly Kristaponis, Louis Mackey, Kathy McCarty, Michael Laird, Jack Meredith, Clark Walker, Kalman Spelletich, Siqgouri Wilkovich, John Hawkins, Scott Rhodes, D. Montgomery, Mimi Vitetta, Susannah Simone, Bruce Hughes, Keith Fletcher, Eric Buehlman, Seth Maxwell Malice, Mark Quirk, Kim Krizan, Annick Souhami, Regina Garza, Stephen Jacobson, Eric Lord, Kelly Linn, Athina Rachel Tsangari, Stewart Bennet, Kevin Thomson, Nick Maffei, Nolan Morrison, Kyle Rosenblad, Ed Hall, Lucinda Scott, Wammo, Marianne Hyatt, Gary Price, Joseph Jones, Kendall Smith, Sean Coffey, Jennifer Carroll, Patrice Sullivan, Greg Ward, Mike Enright, Robert Jacks",Drama,"Humanity And The World Around Us, Weird Surreal Dream Bizarre Confusing",English,Detour Filmproduction,Usa
The Vertical Ray of the Sun,2000,"Tran Nu Yen Khe, Le Khanh, Ngo Quang Hai, Chu Hung, Le Tuan Anh, Nhu Quynh, Do Thi Hai Yen, Doan Viet Ha, Le Vu Long, Manh Cuong Tran, Anh Tuan","Drama, Romance","Moving Relationship Stories, Marriage Romance Affair Passionate Passion, Romance Captivating Loves Lover Beauty, Moving Sadness Beauty Tragic Heartbreaking, Sex Sexuality Erotic Sensual Desire, Family Moving Heartbreaking Sadness Sad",Vietnamese,"Arte France Cinema 5, Zdf 1, Hang Phim Truyen, Lazennec Films, Canal 3","France, Germany, Vietnam"
Shaolin Soccer,2001,"Stephen Chow, Zhao Wei, Ng Man-tat, Patrick Tse Yin, Vincent Kok, Wong Yat-fei, Meilin Mo, Tenky Tin Kai-Man, Danny Chan Kwok-kwan, Lam Tze-chung, Steven Fung Min-Hang, Alex Lam Chi-Sin, Yuen Siu-Lung, Wong Ming-Kin, Leo Lo Hoi-Ying, Sin Kin-Wing, Ma Jun Long, Yiu Yuk, Sik Chi-Wan, Cao Hua, Lee Ban-Hung, Zhao Yong, Shi Hang-Kong, Shi Heng Jie, Hu Shao Qi, Cecilia Cheung, Karen Mok Man-Wai, Li Hui, Suen Chi-Wing, Mok Wai-Man, Zhang Mingming, Pu Ye Dong, Lee Kin-Yan, Benny Tse Chi-Wah, Tsui Na, Yang Neng, He Wen-Hui, Wong Yan-Kit, Lo Mei","Comedy, Action","Crude Humor And Satire, Gag Chuckles Slapstick Amusing Jokes, Action Villain Silly Cool Hero, Humor Satire Jokes Amusing Humorous, Jokes Humor Chuckles Crude Gag, Martial Arts Intense Combat","Cantonese, Cantonese, Chinese","Star Overseas, Universe Entertainment",Hong-Kong
Robin Williams: Come Inside My Mind,2018,"Mark Rasmussen, Stan Wilson, John Houseman, Valerie Velardi, David Letterman, Bennett Tramer, McLaurin Smith-Williams, Frankie Williams, Elayne Boosler, Scott Marshall, Pam Dawber, Howard Storm, Eric Idle, Stu Smiley, Arthur Grace, David Steinberg, Billy Crystal, Zak Williams, Steve Martin, Mark Romanek, Cheri Minns, Lewis Black, Bobcat Goldthwait, Cher, Christopher Reeve, Steve Allen, Lawrence Grobel, Robin Williams",Documentary,"Crude Humor And Satire, Biography Artists Musician Songs Emotional, Documentary Sad Fascinating Emotional Heartbreaking",English,"Jigsaw Productions, Hbo Documentary Films 1",Usa
"Kill, Baby... Kill!",1966,"Giacomo Rossi Stuart, Erika Blanc, Fabienne Dali, Piero Lulli, Luciano Catenacci, Giovanna Galletti, Micaela Esdra, Franca Dominici, Giuseppe Addobbati, Mirella Pamphili, Valerio Valeri, Quinto Marziali",Horror,"Horror The Undead And Monster Classics, Thrillers And Murder Mysteries, Supernatural Chilling Eerie Terrifying Dread, Eerie Blood Gothic Mysterious Bizarre, Killing Slasher Gruesome Gory Bloody, Chilling Eerie Terrifying Terror Frighten, Scientist Monster Doctor Experiment Creature",Italian,Ful Films,Italy
Ragtime,1981,"Brad Dourif, Howard Rollins, Elizabeth McGovern, Mary Steenburgen, James Olson, Robert Joy, Moses Gunn, James Cagney, Kenneth McMillan, Pat O’Brien, Donald O'Connor, Mandy Patinkin, Debbie Allen, Jeffrey DeMunn, Norman Mailer, Bruce Boa, Hoolihand Burke, Norman Chancer, Edwin Cooper, Jeff Daniels, Fran Drescher, Frankie Faison, Hal Galili, Alan Gifford, Richard Griffiths, Samuel L. Jackson, Michael Jeter, Calvin Levels, Bessie Love, Christopher Malcolm, Herman Meckler, Billy J. Mitchell, Jenny Nichols, Max Nichols, Zack Norman, Eloise Taylor, Don Plumley, Ted Ross, Dorsey Wright, Robert Arden, Robert Boyd, Thomas A. Carlin, John Clarkson, Brian F. Dean, Harry Ditson, Robert Dorning, Geoffrey Greenhill, Ray Hassett, Robert Hitt, Rodney James, George Harris, George J. Manos, Val Pringle, Ron Weyand, Sonny Abagnale, John Alderson, Nesbitt Blaisdell, Chaim Blatter, Donald Bisset, Josh Clark, Robert Coffin, Patrick Connor, Joel Cutrara, Jake Dengel, Barry Dennen, Natalia Dobrer, Daniel Foley, Gretchen Franklin, Pat Gorman, Guy Gregory, Dave Griffiths, Jeff Harding, Robert Henderson, Colette Hiller, Patrick M. Hughes, Elaine Ives-Cameron, Andreas Katsulas, Douglas Lambert, Pavel Landovský, Norris Mailer, Derek Martin, Al Matthews, Stuart Milligan, Richard Oldfield, Nelly Polissky, Mike Potter, Anthony Powell, Ethan Phillips, Joe Praml, John Ratzenberger, Bill Reimbold, Bob Sherman, Tony Sibbald, Stan Simmons, John Sterland, Jan Tříska, Burnell Tucker, Britt Walker, Peter Whitman, Edward Wiley, John Carrafa, Nancy Cohen, Harry Fielder, Jim Fitzpatrick, Robert Hallak, Warren Kliewer, Derek Lyons, Louis Marino, Cathy Munroe, Chris Parsons, Frank Patton III, Billie Perkins, Ilana Rapp, Judi Trott","History, Drama","Epic History And Literature, Racism African American Powerful Hatred Or Slavery, Marriage Drama Family Dramas Melodrama, Marriage Romance Affair Passionate Passion, Murder Crime Drama Gripping Compelling, Politician Assassination Democracy President Compelling",English,"Paramount 1, Dino De Laurentiis Company, Sunley Productions Ltd",Usa
In the Line of Fire,1993,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott, Gary Cole, Fred Thompson, John Mahoney, Gregory Alan Williams, Jim Curley, Sally Hughes, Clyde Kusatsu, Steve Hytner, Tobin Bell, Bob Schott, Juan A. Riojas, Elsa Raven, Arthur Senzy, Patrika Darbo, Mary Van Arsdel, Ryan Cutrona, Lawrence Lowe, Brian Libby, Eric Bruskotter, Patrick Caddell, John Heard, Alan Toy, Carl Ciarfalio, Walt MacPherson, Robert Peters, Tyde Kierney, Anthony Peck, Rick Hurst, Doris E. McMillon, Robert Sandoval, Joshua Malina, William G. Schilling, Michael Kirk, Richard G. Camphuis, Marlan Clarke, Robert Alan Beuth, Susan Lee Hoffman, Donna Hamilton, Bob Jimenez, Cylk Cozart, Michael Zurich, Rich DiDonato, Jeffrey Kurt Miller, Lena Banks, Ian Paul Cassidy, Michael Graziano, Aaron Michael Lacey, Steve Railsback, William Shipman, Kirk Jordan","Drama, Crime, Thriller, Action, Mystery","High Speed And Special Ops, Action Packed Villain Hero Adrenaline Explosives, Spy Intrigue Thriller Suspense Tense, Terrorism Thriller Gripping Intense Political, Thriller Suspense Twist Psychological Intriguing, Thriller Cops Suspense Killer Twist",English,"Castle Rock Entertainment, Apple Rose, Columbia Pictures",Usa
Gods and Monsters,1998,"Ian McKellen, Brendan Fraser, Lynn Redgrave, Lolita Davidovich, David Dukes, Kevin J. O'Connor, Mark Kiely, Jack Plotnick, Rosalind Ayres, Jack Betts, Matt McKenzie, Todd Babcock, Cornelia Hayes O'Herlihy, Brandon Kleyla, Pamela Salem, Michael O'Hagan, David Millbern, Amir Aboulela, Marlon Braccia, Jesse Long, Owen Masterson, Lisa Vastine, Kent George, Martin Ferrero, David Fabrizio, Jesse James, Lisa Darr, Paul Michael Sandberg, Judson Mills, Arthur Dignam, John Gatins, Curtis Harrington, Celeste Lecesne, Sarah Ann Morris, Richard Pines, Jennifer Tolkachev",Drama,"Moving Relationship Stories, Humanity And The World Around Us, Homosexuality Sexuality Homophobic Friendship Sex, Sad Depressing Illness Heartbreaking Touching, Death Symbolism Philosophical Thought Provoking Surreal, Teenager Friendship Sad Adolescents Or Coming Of Age, Biography Artists Musician Songs Emotional","English, English, Hungarian","Flashpoint I, Lions Gate Films 1, Showtime Networks, Bbc Film, Regent Entertainment","Uk, Usa"
Welcome to Dongmakgol,2005,"Jung Jae-young, Shin Ha-kyun, Kang Hye-jung, Steve Taschler, Im Ha-ryong, Seo Jae-kyeong, Ryu Deok-hwan, Jung Jae-jin, Jo Deok-hyeon, Hong Ye-In, Lee Yong-nyeo, Park Nam-hee, Kwon Oh-Min, Yoo Seung-mok, Shim Won-cheol, Yu Chang-Guk","War, Drama, Comedy","War And Historical Adventure, Fought Army Battlefield Conflict Battle, Duty Heroic Battle Pilot Patriotism, Historical Propaganda Political Patriotism Historic","Korean, Korean, English","Film It Suda, Showbox",South-Korea
Cell 211,2009,"Luis Tosar, Alberto Ammann, Antonio Resines, Carlos Bardem, Félix Cubero, Marta Etura, Luis Zahera, Vicente Romero Sánchez, Patxi Bisquert, Manolo Solo, Josean Bengoetxea, Anartz Zuazua, Manuel Morón, Fernando Soto, David Selvas, Ricardo de Barreiro, Antonio 'Morris' Durán, Jesús Carroza, Miguel Martín, Ramiro Alonso, Xavier Estévez, Jorge Gómez, Antonio Mora, Xosé Manuel Olveira, Roberto Sanchez, José Ignacio Álvarez","Action, Thriller, Drama","High Speed And Special Ops, Prison Jail Convicts Brutal Brutality, Terrorism Thriller Gripping Intense Political, Drugs Gritty Cops Violence Powerful","Spanish, English, Spanish, Basque","Vaca Films, La Fabrique 2, Morena Films, Sofica Soficinema 4, Canal 3, Telecinco Cinema 1","France, Spain"
A Man Called Ove,2015,"Rolf Lassgård, Bahar Pars, Filip Berg, Ida Engvoll, Tobias Almborg, Klas Wiljergård, Chatarina Larsson, Börje Lundberg, Stefan Gödicke, Johan Widerberg, Anna-Lena Brundin, Nelly Jamarani, Zozan Akgün, Viktor Baagøe, Simon Edenroth, Poyan Karimi, Maja Rung, Simeon Da Costa Maya, Jessica Olsson, Fredrik Evers, Ola Hedén, Lasse Carlsson, Anna Granath, Emelie Strömberg, Christoffer Nordenrot, Simon Reithner, Jerker Fahlström, Johanna Karlberg, Johan Friberg, Erik Ståhlberg, Magnus Sundberg, Karin de Frumerie, Sofie Gällerspång","Drama, Comedy","Moving Relationship Stories, Quirky Humor Relationships Endearing Humorous, Touching Cry Family Sad Tear Jerker, Sad Depressing Illness Heartbreaking Touching, Family Touching Kids Cry Tear Jerker, Family Moving Heartbreaking Sadness Sad","Swedish, Persianfarsi, Swedish","Nordsvensk Filmunderhallning, Svt 2, Film I Vast, Tre Vanner, Nordisk Film Sweden, Fantefilm","Norway, Sweden"
I'm No Angel,1933,"Mae West, Cary Grant, Gregory Ratoff, Edward Arnold, Ralf Harolde, Kent Taylor, Gertrude Michael, Russell Hopton, Dorothy Peterson, William B. Davidson, Gertrude Howard, Libby Taylor, Walter Walker, Irving Pichel, Nat Pendleton, Hattie McDaniel, Nigel De Brulier, Ray Cooke, Larry Steers, Bobby Barber, Eddie Borden, George Bruggeman, Morrie Cohan, Monte Collins, Nell Craig, Mahlon Hamilton, Edward Hearn, Lew Kelly, Carl M. Leviness, Tom London, Robert McKenzie, Edmund Mortimer, Dennis O'Keefe, Jack Pennick, Lee Phelps, Ronald R. Rondell, Laura Treadwell, Duke York","Comedy, Romance","Relationship Comedy, Charming Witty Delightful Lovely Charm",English,Paramount 1,Usa
The Devil-Doll,1936,"Lionel Barrymore, Maureen O'Sullivan, Frank Lawton, Rafaela Ottiano, Robert Greig, Lucy Beaumont, Henry B. Walthall, Grace Ford, Pedro de Cordoba, Arthur Hohl, Juanita Quigley, Claire Du Brey, Rollo Lloyd, E. Alyn Warren, Jean Alden, King Baggot, Egon Brecher, Robert Du Couedic, Paul Foltz, Christian J. Frank, Billy Gilbert, Robert Graves, Sherry Hall, Mahlon Hamilton, Sydney Jarvis, Edward Keane, Gus Leonard, Wilfred Lucas, Eily Malyon, Frank Reicher, Evelyn Selbie, Nick Thompson","Science-Fiction, Horror","Horror The Undead And Monster Classics, Scientist Monster Doctor Experiment Creature, Chilling Eerie Terrifying Terror Frighten, Supernatural Chilling Eerie Terrifying Dread, Eerie Blood Gothic Mysterious Bizarre, Murder Crime Drama Gripping Compelling",English,Metro Goldwyn Mayer 1,Usa
